### Raw data #######################################
#   nrec = 10001                                   #
#   delta_t = 0.1000000                            #
####################################################
#       [1]t              [2]Re[u]         [3]Im[u]     [4]Re[du/dt]     [5]Im[du/dt]         [6]Re[f]         [7]Im[f]
    791.2000        0.1200858E-001  -0.3015645E-001   0.6058600E-002   0.3584735E-003   0.6158891E-002   0.4985551E-003
    791.3000        0.1261411E-001  -0.3011922E-001   0.6051437E-002   0.3857937E-003   0.6138029E-002   0.5295433E-003
    791.4000        0.1321875E-001  -0.3007940E-001   0.6040916E-002   0.4100322E-003   0.6113671E-002   0.5573528E-003
    791.5000        0.1382218E-001  -0.3003732E-001   0.6027005E-002   0.4309703E-003   0.6085816E-002   0.5817247E-003
    791.6000        0.1442404E-001  -0.2999332E-001   0.6009673E-002   0.4484275E-003   0.6054460E-002   0.6024388E-003
    791.7000        0.1502400E-001  -0.2994775E-001   0.5988889E-002   0.4622575E-003   0.6019600E-002   0.6193086E-003
    791.8000        0.1562170E-001  -0.2990099E-001   0.5964626E-002   0.4723450E-003   0.5981240E-002   0.6321795E-003
    791.9000        0.1621681E-001  -0.2985341E-001   0.5936864E-002   0.4786042E-003   0.5939388E-002   0.6409266E-003
    792.0000        0.1680896E-001  -0.2980540E-001   0.5905589E-002   0.4809786E-003   0.5894057E-002   0.6454545E-003
    792.1000        0.1739781E-001  -0.2975735E-001   0.5870791E-002   0.4794407E-003   0.5845269E-002   0.6456976E-003
    792.2000        0.1798300E-001  -0.2970964E-001   0.5832469E-002   0.4739935E-003   0.5793052E-002   0.6416216E-003
    792.3000        0.1856418E-001  -0.2966268E-001   0.5790629E-002   0.4646721E-003   0.5737439E-002   0.6332248E-003
    792.4000        0.1914101E-001  -0.2961684E-001   0.5745280E-002   0.4515458E-003   0.5678471E-002   0.6205409E-003
    792.5000        0.1971312E-001  -0.2957249E-001   0.5696440E-002   0.4347203E-003   0.5616193E-002   0.6036409E-003
    792.6000        0.2028018E-001  -0.2953001E-001   0.5644129E-002   0.4143403E-003   0.5550653E-002   0.5826365E-003
    792.7000        0.2084183E-001  -0.2948974E-001   0.5588371E-002   0.3905922E-003   0.5481902E-002   0.5576823E-003
    792.8000        0.2139774E-001  -0.2945200E-001   0.5529195E-002   0.3637057E-003   0.5409996E-002   0.5289785E-003
    792.9000        0.2194756E-001  -0.2941709E-001   0.5466629E-002   0.3339563E-003   0.5334990E-002   0.4967730E-003
    793.0000        0.2249095E-001  -0.2938529E-001   0.5400704E-002   0.3016668E-003   0.5256938E-002   0.4613638E-003
    793.1000        0.2302759E-001  -0.2935683E-001   0.5331453E-002   0.2672077E-003   0.5175897E-002   0.4230995E-003
    793.2000        0.2355713E-001  -0.2933191E-001   0.5258908E-002   0.2309979E-003   0.5091920E-002   0.3823805E-003
    793.3000        0.2407926E-001  -0.2931067E-001   0.5183099E-002   0.1935033E-003   0.5005058E-002   0.3396583E-003
    793.4000        0.2459365E-001  -0.2929323E-001   0.5104057E-002   0.1552352E-003   0.4915361E-002   0.2954339E-003
    793.5000        0.2509997E-001  -0.2927963E-001   0.5021812E-002   0.1167467E-003   0.4822875E-002   0.2502549E-003
    793.6000        0.2559790E-001  -0.2926987E-001   0.4936394E-002   0.7862770E-004   0.4727642E-002   0.2047112E-003
    793.7000        0.2608714E-001  -0.2926388E-001   0.4847829E-002   0.4149838E-004   0.4629705E-002   0.1594287E-003
    793.8000        0.2656736E-001  -0.2926152E-001   0.4756147E-002   0.6000227E-005   0.4529099E-002   0.1150607E-003
    793.9000        0.2703827E-001  -0.2926260E-001   0.4661376E-002  -0.2721488E-004   0.4425863E-002   0.7227722E-004
    794.0000        0.2749954E-001  -0.2926686E-001   0.4563549E-002  -0.5749802E-004   0.4320032E-002   0.3175242E-004
    794.1000        0.2795088E-001  -0.2927398E-001   0.4462701E-002  -0.8421896E-004   0.4211645E-002  -0.5851539E-005
    794.2000        0.2839198E-001  -0.2928357E-001   0.4358875E-002  -0.1067842E-003   0.4100745E-002  -0.3990224E-004
    794.3000        0.2882255E-001  -0.2929518E-001   0.4252125E-002  -0.1246569E-003   0.3987382E-002  -0.6981736E-004
    794.4000        0.2924231E-001  -0.2930833E-001   0.4142517E-002  -0.1373788E-003   0.3871617E-002  -0.9508663E-004
    794.5000        0.2965096E-001  -0.2932247E-001   0.4030134E-002  -0.1445922E-003   0.3753526E-002  -0.1152949E-003
    794.6000        0.3004825E-001  -0.2933705E-001   0.3915080E-002  -0.1460625E-003   0.3633205E-002  -0.1301450E-003
    794.7000        0.3043389E-001  -0.2935149E-001   0.3797485E-002  -0.1416983E-003   0.3510774E-002  -0.1394798E-003
    794.8000        0.3080766E-001  -0.2936520E-001   0.3677509E-002  -0.1315691E-003   0.3386379E-002  -0.1433004E-003
    794.9000        0.3116932E-001  -0.2937762E-001   0.3555341E-002  -0.1159181E-003   0.3260202E-002  -0.1417809E-003
    795.0000        0.3151867E-001  -0.2938821E-001   0.3431208E-002  -0.9516762E-004   0.3132455E-002  -0.1352758E-003
    795.1000        0.3185551E-001  -0.2939650E-001   0.3305370E-002  -0.6991825E-004   0.3003390E-002  -0.1243206E-003
    795.2000        0.3217969E-001  -0.2940207E-001   0.3178124E-002  -0.4093769E-004   0.2873294E-002  -0.1096224E-003
    795.3000        0.3249110E-001  -0.2940460E-001   0.3049798E-002  -0.9141189E-005   0.2742490E-002  -0.9204241E-004
    795.4000        0.3278963E-001  -0.2940384E-001   0.2920750E-002   0.2443694E-004   0.2611332E-002  -0.7256848E-004
    795.5000        0.3307524E-001  -0.2939969E-001   0.2791362E-002   0.5867927E-004   0.2480202E-002  -0.5228056E-004
    795.6000        0.3334790E-001  -0.2939212E-001   0.2662031E-002   0.9242647E-004   0.2349502E-002  -0.3231010E-004
    795.7000        0.3360766E-001  -0.2938126E-001   0.2533164E-002   0.1245211E-003   0.2219645E-002  -0.1379660E-004
    795.8000        0.3385457E-001  -0.2936731E-001   0.2405166E-002   0.1538507E-003   0.2091050E-002   0.2155865E-005
    795.9000        0.3408873E-001  -0.2935061E-001   0.2278435E-002   0.1793881E-003   0.1964130E-002   0.1451905E-004
    796.0000        0.3431031E-001  -0.2933159E-001   0.2153350E-002   0.2002244E-003   0.1839285E-002   0.2237517E-004
    796.1000        0.3451947E-001  -0.2931075E-001   0.2030267E-002   0.2155951E-003   0.1716893E-002   0.2494376E-004
    796.2000        0.3471644E-001  -0.2928867E-001   0.1909508E-002   0.2248963E-003   0.1597305E-002   0.2159961E-004
    796.3000        0.3490146E-001  -0.2926599E-001   0.1791361E-002   0.2276919E-003   0.1480834E-002   0.1188143E-004
    796.4000        0.3507481E-001  -0.2924336E-001   0.1676072E-002   0.2237124E-003   0.1367757E-002  -0.4508050E-005
    796.5000        0.3523677E-001  -0.2922148E-001   0.1563840E-002   0.2128460E-003   0.1258306E-002  -0.2770937E-004
    796.6000        0.3538768E-001  -0.2920102E-001   0.1454822E-002   0.1951245E-003   0.1152664E-002  -0.5771940E-004
    796.7000        0.3552785E-001  -0.2918267E-001   0.1349125E-002   0.1707056E-003   0.1050970E-002  -0.9440822E-004
    796.8000        0.3565762E-001  -0.2916709E-001   0.1246809E-002   0.1398527E-003   0.9533117E-003  -0.1375381E-003
    796.9000        0.3577732E-001  -0.2915491E-001   0.1147888E-002   0.1029155E-003   0.8597266E-003  -0.1867831E-003
    797.0000        0.3588731E-001  -0.2914670E-001   0.1052330E-002   0.6031073E-004   0.7702044E-003  -0.2417478E-003
    797.1000        0.3598790E-001  -0.2914302E-001   0.9600574E-003   0.1250463E-004   0.6846864E-003  -0.3019844E-003
    797.2000        0.3607943E-001  -0.2914436E-001   0.8709538E-003  -0.4000176E-004   0.6030686E-003  -0.3670083E-003
    797.3000        0.3616219E-001  -0.2915116E-001   0.7848632E-003  -0.9668525E-004   0.5252036E-003  -0.4363099E-003
    797.4000        0.3623649E-001  -0.2916381E-001   0.7015953E-003  -0.1570106E-003   0.4509045E-003  -0.5093659E-003
    797.5000        0.3630260E-001  -0.2918266E-001   0.6209296E-003  -0.2204381E-003   0.3799489E-003  -0.5856465E-003
    797.6000        0.3636076E-001  -0.2920799E-001   0.5426199E-003  -0.2864298E-003   0.3120829E-003  -0.6646219E-003
    797.7000        0.3641119E-001  -0.2924002E-001   0.4663988E-003  -0.3544535E-003   0.2470265E-003  -0.7457667E-003
    797.8000        0.3645410E-001  -0.2927893E-001   0.3919830E-003  -0.4239852E-003   0.1844784E-003  -0.8285625E-003
    797.9000        0.3648964E-001  -0.2932485E-001   0.3190779E-003  -0.4945117E-003   0.1241211E-003  -0.9125000E-003
    798.0000        0.3651795E-001  -0.2937785E-001   0.2473822E-003  -0.5655308E-003   0.6562592E-004  -0.9970802E-003
    798.1000        0.3653914E-001  -0.2943795E-001   0.1765926E-003  -0.6365523E-003   0.8658044E-005  -0.1081814E-002
    798.2000        0.3655329E-001  -0.2950514E-001   0.1064079E-003  -0.7070979E-003  -0.4711892E-004  -0.1166225E-002
    798.3000        0.3656044E-001  -0.2957934E-001   0.3653275E-004  -0.7767014E-003  -0.1020385E-003  -0.1249843E-002
    798.4000        0.3656060E-001  -0.2966044E-001  -0.3331837E-004  -0.8449084E-003  -0.1564270E-003  -0.1332212E-002
    798.5000        0.3655376E-001  -0.2974826E-001  -0.1034178E-003  -0.9112770E-003  -0.2105996E-003  -0.1412884E-002
    798.6000        0.3653990E-001  -0.2984262E-001  -0.1740212E-003  -0.9753775E-003  -0.2648564E-003  -0.1491422E-002
    798.7000        0.3651894E-001  -0.2994325E-001  -0.2453643E-003  -0.1036794E-002  -0.3194785E-003  -0.1567399E-002
    798.8000        0.3649079E-001  -0.3004987E-001  -0.3176597E-003  -0.1095125E-002  -0.3747244E-003  -0.1640402E-002
    798.9000        0.3645537E-001  -0.3016216E-001  -0.3910935E-003  -0.1149985E-002  -0.4308262E-003  -0.1710027E-002
    799.0000        0.3641253E-001  -0.3027974E-001  -0.4658222E-003  -0.1201009E-002  -0.4879862E-003  -0.1775890E-002
    799.1000        0.3636215E-001  -0.3040222E-001  -0.5419700E-003  -0.1247850E-002  -0.5463734E-003  -0.1837621E-002
    799.2000        0.3630409E-001  -0.3052916E-001  -0.6196258E-003  -0.1290190E-002  -0.6061205E-003  -0.1894875E-002
    799.3000        0.3623818E-001  -0.3066010E-001  -0.6988410E-003  -0.1327734E-002  -0.6673214E-003  -0.1947326E-002
    799.4000        0.3616427E-001  -0.3079454E-001  -0.7796276E-003  -0.1360221E-002  -0.7300287E-003  -0.1994680E-002
    799.5000        0.3608220E-001  -0.3093197E-001  -0.8619571E-003  -0.1387422E-002  -0.7942525E-003  -0.2036669E-002
    799.6000        0.3599183E-001  -0.3107184E-001  -0.9457603E-003  -0.1409147E-002  -0.8599597E-003  -0.2073062E-002
    799.7000        0.3589300E-001  -0.3121361E-001  -0.1030927E-002  -0.1425241E-002  -0.9270745E-003  -0.2103661E-002
    799.8000        0.3578560E-001  -0.3135670E-001  -0.1117310E-002  -0.1435590E-002  -0.9954797E-003  -0.2128303E-002
    799.9000        0.3566951E-001  -0.3150053E-001  -0.1204725E-002  -0.1440119E-002  -0.1065020E-002  -0.2146865E-002
    800.0000        0.3554463E-001  -0.3164453E-001  -0.1292957E-002  -0.1438788E-002  -0.1135505E-002  -0.2159255E-002
    800.1000        0.3541090E-001  -0.3178809E-001  -0.1381764E-002  -0.1431592E-002  -0.1206716E-002  -0.2165415E-002
    800.2000        0.3526826E-001  -0.3193065E-001  -0.1470885E-002  -0.1418555E-002  -0.1278413E-002  -0.2165313E-002
    800.3000        0.3511672E-001  -0.3207161E-001  -0.1560049E-002  -0.1399722E-002  -0.1350338E-002  -0.2158940E-002
    800.4000        0.3495626E-001  -0.3221040E-001  -0.1648977E-002  -0.1375155E-002  -0.1422230E-002  -0.2146300E-002
    800.5000        0.3478694E-001  -0.3234645E-001  -0.1737401E-002  -0.1344921E-002  -0.1493831E-002  -0.2127404E-002
    800.6000        0.3460881E-001  -0.3247920E-001  -0.1825062E-002  -0.1309091E-002  -0.1564894E-002  -0.2102267E-002
    800.7000        0.3442196E-001  -0.3260809E-001  -0.1911726E-002  -0.1267729E-002  -0.1635192E-002  -0.2070893E-002
    800.8000        0.3422650E-001  -0.3273256E-001  -0.1997186E-002  -0.1220889E-002  -0.1704529E-002  -0.2033281E-002
    800.9000        0.3402257E-001  -0.3285208E-001  -0.2081271E-002  -0.1168615E-002  -0.1772740E-002  -0.1989415E-002
    801.0000        0.3381030E-001  -0.3296611E-001  -0.2163845E-002  -0.1110946E-002  -0.1839697E-002  -0.1939276E-002
    801.1000        0.3358985E-001  -0.3307409E-001  -0.2244807E-002  -0.1047922E-002  -0.1905310E-002  -0.1882847E-002
    801.2000        0.3336139E-001  -0.3317551E-001  -0.2324089E-002  -0.9796055E-003  -0.1969517E-002  -0.1820130E-002
    801.3000        0.3312509E-001  -0.3326984E-001  -0.2401641E-002  -0.9060982E-003  -0.2032284E-002  -0.1751169E-002
    801.4000        0.3288112E-001  -0.3335657E-001  -0.2477426E-002  -0.8275747E-003  -0.2093585E-002  -0.1676083E-002
    801.5000        0.3262967E-001  -0.3343520E-001  -0.2551396E-002  -0.7443162E-003  -0.2153388E-002  -0.1595096E-002
    801.6000        0.3237091E-001  -0.3350529E-001  -0.2623477E-002  -0.6567493E-003  -0.2211636E-002  -0.1508586E-002
    801.7000        0.3210504E-001  -0.3356643E-001  -0.2693550E-002  -0.5654861E-003  -0.2268224E-002  -0.1417118E-002
    801.8000        0.3183227E-001  -0.3361829E-001  -0.2761426E-002  -0.4713608E-003  -0.2322983E-002  -0.1321491E-002
    801.9000        0.3155284E-001  -0.3366064E-001  -0.2826832E-002  -0.3754592E-003  -0.2375654E-002  -0.1222763E-002
    802.0000        0.3126700E-001  -0.3369336E-001  -0.2889402E-002  -0.2791363E-003  -0.2425884E-002  -0.1122277E-002
    802.1000        0.3097507E-001  -0.3371650E-001  -0.2948669E-002  -0.1840169E-003  -0.2473217E-002  -0.1021663E-002
    802.2000        0.3067739E-001  -0.3373027E-001  -0.3004075E-002  -0.9197844E-004  -0.2517098E-002  -0.9228209E-003
    802.3000        0.3037440E-001  -0.3373507E-001  -0.3054983E-002  -0.5112085E-005  -0.2556890E-002  -0.8278864E-003
    802.4000        0.3006657E-001  -0.3373154E-001  -0.3100709E-002   0.7433562E-004  -0.2591900E-002  -0.7391724E-003
    802.5000        0.2975446E-001  -0.3372053E-001  -0.3140551E-002   0.1440379E-003  -0.2621411E-002  -0.6590942E-003
    802.6000        0.2943868E-001  -0.3370313E-001  -0.3173833E-002   0.2016758E-003  -0.2644726E-002  -0.5900810E-003
    802.7000        0.2911993E-001  -0.3368067E-001  -0.3199949E-002   0.2450325E-003  -0.2661210E-002  -0.5344788E-003
    802.8000        0.2879894E-001  -0.3365467E-001  -0.3218406E-002   0.2720909E-003  -0.2670341E-002  -0.4944508E-003
    802.9000        0.2847651E-001  -0.3362685E-001  -0.3228867E-002   0.2811273E-003  -0.2671745E-002  -0.4718795E-003
    803.0000        0.2815344E-001  -0.3359909E-001  -0.3231187E-002   0.2708005E-003  -0.2665243E-002  -0.4682737E-003
    803.1000        0.2783054E-001  -0.3357337E-001  -0.3225446E-002   0.2402329E-003  -0.2650882E-002  -0.4846822E-003
    803.2000        0.2750861E-001  -0.3355173E-001  -0.3211973E-002   0.1890840E-003  -0.2628959E-002  -0.5216170E-003
    803.3000        0.2718839E-001  -0.3353623E-001  -0.3191358E-002   0.1176127E-003  -0.2600041E-002  -0.5789847E-003
    803.4000        0.2687055E-001  -0.3352886E-001  -0.3164461E-002   0.2672713E-004  -0.2564970E-002  -0.6560337E-003
    803.5000        0.2655567E-001  -0.3353148E-001  -0.3132403E-002  -0.8198470E-004  -0.2524857E-002  -0.7513184E-003
    803.6000        0.2624420E-001  -0.3354577E-001  -0.3096539E-002  -0.2062500E-003  -0.2481060E-002  -0.8626903E-003
    803.7000        0.2593644E-001  -0.3357315E-001  -0.3058421E-002  -0.3431405E-003  -0.2435141E-002  -0.9873244E-003
    803.8000        0.2563253E-001  -0.3361471E-001  -0.3019729E-002  -0.4891438E-003  -0.2388801E-002  -0.1121787E-002
    803.9000        0.2533245E-001  -0.3367115E-001  -0.2982195E-002  -0.6402796E-003  -0.2343799E-002  -0.1262150E-002
    804.0000        0.2503600E-001  -0.3374279E-001  -0.2947502E-002  -0.7922604E-003  -0.2301855E-002  -0.1404151E-002
    804.1000        0.2474280E-001  -0.3382949E-001  -0.2917187E-002  -0.9406883E-003  -0.2264547E-002  -0.1543389E-002
    804.2000        0.2445237E-001  -0.3393067E-001  -0.2892544E-002  -0.1081272E-002  -0.2233211E-002  -0.1675545E-002
    804.3000        0.2416407E-001  -0.3404535E-001  -0.2874546E-002  -0.1210048E-002  -0.2208860E-002  -0.1796601E-002
    804.4000        0.2387722E-001  -0.3417217E-001  -0.2863791E-002  -0.1323579E-002  -0.2192128E-002  -0.1903048E-002
    804.5000        0.2359107E-001  -0.3430946E-001  -0.2860487E-002  -0.1419122E-002  -0.2183253E-002  -0.1992055E-002
    804.6000        0.2330488E-001  -0.3445533E-001  -0.2864463E-002  -0.1494739E-002  -0.2182086E-002  -0.2061588E-002
    804.7000        0.2301795E-001  -0.3460771E-001  -0.2875220E-002  -0.1549359E-002  -0.2188140E-002  -0.2110470E-002
    804.8000        0.2272963E-001  -0.3476449E-001  -0.2891994E-002  -0.1582772E-002  -0.2200652E-002  -0.2138393E-002
    804.9000        0.2243938E-001  -0.3492358E-001  -0.2913839E-002  -0.1595587E-002  -0.2218669E-002  -0.2145864E-002
    805.0000        0.2214673E-001  -0.3508296E-001  -0.2939710E-002  -0.1589132E-002  -0.2241127E-002  -0.2134125E-002
    805.1000        0.2185134E-001  -0.3524082E-001  -0.2968529E-002  -0.1565336E-002  -0.2266928E-002  -0.2105029E-002
    805.2000        0.2155296E-001  -0.3539553E-001  -0.2999257E-002  -0.1526592E-002  -0.2295001E-002  -0.2060905E-002
    805.3000        0.2125146E-001  -0.3554573E-001  -0.3030930E-002  -0.1475600E-002  -0.2324351E-002  -0.2004409E-002
    805.4000        0.2094677E-001  -0.3569034E-001  -0.3062693E-002  -0.1415230E-002  -0.2354090E-002  -0.1938379E-002
    805.5000        0.2063894E-001  -0.3582856E-001  -0.3093809E-002  -0.1348373E-002  -0.2383445E-002  -0.1865694E-002
    805.6000        0.2032805E-001  -0.3595989E-001  -0.3123663E-002  -0.1277813E-002  -0.2411766E-002  -0.1789137E-002
    805.7000        0.2001427E-001  -0.3608409E-001  -0.3151747E-002  -0.1206108E-002  -0.2438515E-002  -0.1711285E-002
    805.8000        0.1969778E-001  -0.3620115E-001  -0.3177647E-002  -0.1135491E-002  -0.2463247E-002  -0.1634396E-002
    805.9000        0.1937882E-001  -0.3631128E-001  -0.3201023E-002  -0.1067780E-002  -0.2485594E-002  -0.1560324E-002
    806.0000        0.1905767E-001  -0.3641485E-001  -0.3221586E-002  -0.1004309E-002  -0.2505243E-002  -0.1490447E-002
    806.1000        0.1873461E-001  -0.3651231E-001  -0.3239080E-002  -0.9458847E-003  -0.2521914E-002  -0.1425617E-002
    806.2000        0.1840996E-001  -0.3660420E-001  -0.3253267E-002  -0.8927598E-003  -0.2535351E-002  -0.1366137E-002
    806.3000        0.1808407E-001  -0.3669103E-001  -0.3263914E-002  -0.8446416E-003  -0.2545303E-002  -0.1311759E-002
    806.4000        0.1775730E-001  -0.3677327E-001  -0.3270796E-002  -0.8007263E-003  -0.2551527E-002  -0.1261720E-002
    806.5000        0.1743005E-001  -0.3685128E-001  -0.3273692E-002  -0.7597661E-003  -0.2553790E-002  -0.1214804E-002
    806.6000        0.1710271E-001  -0.3692527E-001  -0.3272399E-002  -0.7201650E-003  -0.2551878E-002  -0.1169441E-002
    806.7000        0.1677571E-001  -0.3699530E-001  -0.3266750E-002  -0.6800966E-003  -0.2545613E-002  -0.1123817E-002
    806.8000        0.1644950E-001  -0.3706121E-001  -0.3256631E-002  -0.6376361E-003  -0.2534874E-002  -0.1076010E-002
    806.9000        0.1612453E-001  -0.3712268E-001  -0.3242003E-002  -0.5908923E-003  -0.2519617E-002  -0.1024121E-002
    807.0000        0.1580125E-001  -0.3717919E-001  -0.3222926E-002  -0.5381274E-003  -0.2499899E-002  -0.9663952E-003
    807.1000        0.1548009E-001  -0.3723005E-001  -0.3199571E-002  -0.4778540E-003  -0.2475895E-002  -0.9013178E-003
    807.2000        0.1516147E-001  -0.3727447E-001  -0.3172238E-002  -0.4088991E-003  -0.2447908E-002  -0.8276829E-003
    807.3000        0.1484576E-001  -0.3731152E-001  -0.3141360E-002  -0.3304325E-003  -0.2416382E-002  -0.7446214E-003
    807.4000        0.1453330E-001  -0.3734022E-001  -0.3107501E-002  -0.2419591E-003  -0.2381897E-002  -0.6515958E-003
    807.5000        0.1422434E-001  -0.3735957E-001  -0.3071355E-002  -0.1432833E-003  -0.2345164E-002  -0.5483647E-003
    807.6000        0.1391908E-001  -0.3736854E-001  -0.3033725E-002  -0.3445142E-004  -0.2307013E-002  -0.4349263E-003
    807.7000        0.1361761E-001  -0.3736613E-001  -0.2995513E-002   0.8431446E-004  -0.2268376E-002  -0.3114521E-003
    807.8000        0.1331996E-001  -0.3735136E-001  -0.2957687E-002   0.2126826E-003  -0.2230259E-002  -0.1782205E-003
    807.9000        0.1302603E-001  -0.3732328E-001  -0.2921255E-002   0.3502660E-003  -0.2193714E-002  -0.3556226E-004
    808.0000        0.1273563E-001  -0.3728101E-001  -0.2887226E-002   0.4966589E-003  -0.2159799E-002   0.1161770E-003
    808.1000        0.1244847E-001  -0.3722367E-001  -0.2856564E-002   0.6514492E-003  -0.2129534E-002   0.2766490E-003
    808.2000        0.1216418E-001  -0.3715045E-001  -0.2830138E-002   0.8142056E-003  -0.2103846E-002   0.4454902E-003
    808.3000        0.1188228E-001  -0.3706058E-001  -0.2808657E-002   0.9844398E-003  -0.2083515E-002   0.6222831E-003
    808.4000        0.1160226E-001  -0.3695334E-001  -0.2792616E-002   0.1161550E-002  -0.2069100E-002   0.8064977E-003
    808.5000        0.1132357E-001  -0.3682807E-001  -0.2782226E-002   0.1344752E-002  -0.2060886E-002   0.9974193E-003
    808.6000        0.1104563E-001  -0.3668422E-001  -0.2777364E-002   0.1533007E-002  -0.2058816E-002   0.1194076E-002
    808.7000        0.1076793E-001  -0.3652134E-001  -0.2777526E-002   0.1724968E-002  -0.2062455E-002   0.1395173E-002
    808.8000        0.1048999E-001  -0.3633916E-001  -0.2781817E-002   0.1918942E-002  -0.2070964E-002   0.1599060E-002
    808.9000        0.1021147E-001  -0.3613755E-001  -0.2788956E-002   0.2112897E-002  -0.2083114E-002   0.1803725E-002
    809.0000        0.9932157E-002  -0.3591665E-001  -0.2797333E-002   0.2304512E-002  -0.2097328E-002   0.2006845E-002
    809.1000        0.9652022E-002  -0.3567681E-001  -0.2805087E-002   0.2491267E-002  -0.2111766E-002   0.2205871E-002
    809.2000        0.9371227E-002  -0.3541865E-001  -0.2810229E-002   0.2670582E-002  -0.2124442E-002   0.2398165E-002
    809.3000        0.9090130E-002  -0.3514303E-001  -0.2810770E-002   0.2839969E-002  -0.2133352E-002   0.2581151E-002
    809.4000        0.8809288E-002  -0.3485106E-001  -0.2804865E-002   0.2997192E-002  -0.2136618E-002   0.2752488E-002
    809.5000        0.8529425E-002  -0.3454406E-001  -0.2790935E-002   0.3140418E-002  -0.2132613E-002   0.2910210E-002
    809.6000        0.8251409E-002  -0.3422349E-001  -0.2767765E-002   0.3268315E-002  -0.2120065E-002   0.3052842E-002
    809.7000        0.7976207E-002  -0.3389093E-001  -0.2734564E-002   0.3380114E-002  -0.2098112E-002   0.3179467E-002
    809.8000        0.7704843E-002  -0.3354801E-001  -0.2690982E-002   0.3475620E-002  -0.2066329E-002   0.3289737E-002
    809.9000        0.7438355E-002  -0.3319634E-001  -0.2637084E-002   0.3555162E-002  -0.2024707E-002   0.3383840E-002
    810.0000        0.7177756E-002  -0.3283748E-001  -0.2573304E-002   0.3619518E-002  -0.1973601E-002   0.3462422E-002
    810.1000        0.6924000E-002  -0.3247291E-001  -0.2500363E-002   0.3669813E-002  -0.1913661E-002   0.3526490E-002
    810.2000        0.6677958E-002  -0.3210395E-001  -0.2419189E-002   0.3707401E-002  -0.1845746E-002   0.3577301E-002
    810.3000        0.6440401E-002  -0.3173180E-001  -0.2330835E-002   0.3733764E-002  -0.1770845E-002   0.3616257E-002
    810.4000        0.6211993E-002  -0.3135752E-001  -0.2236399E-002   0.3750407E-002  -0.1689999E-002   0.3644803E-002
    810.5000        0.5993288E-002  -0.3098199E-001  -0.2136962E-002   0.3758784E-002  -0.1604238E-002   0.3664350E-002
    810.6000        0.5784734E-002  -0.3060599E-001  -0.2033540E-002   0.3760236E-002  -0.1514533E-002   0.3676212E-002
    810.7000        0.5586682E-002  -0.3023014E-001  -0.1927049E-002   0.3755952E-002  -0.1421757E-002   0.3681565E-002
    810.8000        0.5399399E-002  -0.2985496E-001  -0.1818282E-002   0.3746942E-002  -0.1326667E-002   0.3681422E-002
    810.9000        0.5223079E-002  -0.2948088E-001  -0.1707901E-002   0.3734034E-002  -0.1229891E-002   0.3676620E-002
    811.0000        0.5057855E-002  -0.2910826E-001  -0.1596432E-002   0.3717868E-002  -0.1131925E-002   0.3667819E-002
    811.1000        0.4903816E-002  -0.2873740E-001  -0.1484275E-002   0.3698911E-002  -0.1033141E-002   0.3655513E-002
    811.2000        0.4761014E-002  -0.2836856E-001  -0.1371708E-002   0.3677468E-002  -0.9337901E-003   0.3640038E-002
    811.3000        0.4629482E-002  -0.2800198E-001  -0.1258905E-002   0.3653702E-002  -0.8340227E-003   0.3621594E-002
    811.4000        0.4509238E-002  -0.2763790E-001  -0.1145948E-002   0.3627653E-002  -0.7338971E-003   0.3600259E-002
    811.5000        0.4400297E-002  -0.2727653E-001  -0.1032843E-002   0.3599255E-002  -0.6333972E-003   0.3576009E-002
    811.6000        0.4302676E-002  -0.2691813E-001  -0.9195354E-003   0.3568365E-002  -0.5324485E-003   0.3548743E-002
    811.7000        0.4216400E-002  -0.2656295E-001  -0.8059288E-003   0.3534775E-002  -0.4309337E-003   0.3518296E-002
    811.8000        0.4141505E-002  -0.2621127E-001  -0.6918975E-003   0.3498240E-002  -0.3287085E-003   0.3484466E-002
    811.9000        0.4078039E-002  -0.2586341E-001  -0.5773047E-003   0.3458493E-002  -0.2256182E-003   0.3447029E-002
    812.0000        0.4026067E-002  -0.2551969E-001  -0.4620184E-003   0.3415275E-002  -0.1215134E-003   0.3405766E-002
    812.1000        0.3985662E-002  -0.2518047E-001  -0.3459278E-003   0.3368351E-002  -0.1626667E-004   0.3360481E-002
    812.2000        0.3956910E-002  -0.2484615E-001  -0.2289606E-003   0.3317535E-002   0.9021038E-004   0.3311027E-002
    812.3000        0.3939900E-002  -0.2451710E-001  -0.1111006E-003   0.3262718E-002   0.1979498E-003   0.3257328E-002
    812.4000        0.3934718E-002  -0.2419374E-001   0.7594224E-005   0.3203891E-002   0.3069094E-003   0.3199406E-002
    812.5000        0.3941442E-002  -0.2387645E-001   0.1269741E-003   0.3141169E-002   0.4169549E-003   0.3137404E-002
    812.6000        0.3960127E-002  -0.2356562E-001   0.2467802E-003   0.3074818E-002   0.5278437E-003   0.3071615E-002
    812.7000        0.3990800E-002  -0.2326160E-001   0.3666301E-003   0.3005277E-002   0.6392093E-003   0.3002497E-002
    812.8000        0.4033438E-002  -0.2296465E-001   0.4860061E-003   0.2933175E-002   0.7505506E-003   0.2930698E-002
    812.9000        0.4087963E-002  -0.2267502E-001   0.6042490E-003   0.2859343E-002   0.8612250E-003   0.2857063E-002
    813.0000        0.4154223E-002  -0.2239281E-001   0.7205578E-003   0.2784820E-002   0.9704487E-003   0.2782648E-002
