### Raw data #######################################
#   nrec = 10001                                   #
#   delta_t = 0.1000000                            #
### Sampling for ensemble average ##################
#   ista = 2000                                    #
#   nperiod = 500                                  #
#   nshift = 1                                     #
#   nsample= (nrec-ista-nperiod)/nshift+1 = 7502   #
####################################################
#       [1]t              [2]Re[u]         [3]Im[u]     [4]Re[du/dt]     [5]Im[du/dt]         [6]Re[f]         [7]Im[f]   [8]Re[Omega*u]   [9]Im[Omega*u]   [10]Re[s]        [11]Im[s]        [12]Re[r]        [13]Im[r]        
    565.3000        0.3738723E-001   0.2107823E-001  -0.1882273E-002  -0.6875444E-002  -0.2258104E-002  -0.6374408E-002  -0.6792440E-004   0.8863450E-004  -0.1919731E-002  -0.2039528E-002  -0.2704492E-003  -0.4423514E-002
    565.4000        0.3719822E-001   0.2039061E-001  -0.1897340E-002  -0.6876456E-002  -0.2282516E-002  -0.6384204E-002  -0.6608412E-004   0.8839814E-004  -0.1923547E-002  -0.2022623E-002  -0.2928853E-003  -0.4449979E-002
    565.5000        0.3700787E-001   0.1970302E-001  -0.1909105E-002  -0.6874947E-002  -0.2303588E-002  -0.6390839E-002  -0.6424342E-004   0.8815833E-004  -0.1927263E-002  -0.2005554E-002  -0.3120810E-003  -0.4473443E-002
    565.6000        0.3681650E-001   0.1901568E-001  -0.1917884E-002  -0.6871612E-002  -0.2321565E-002  -0.6394958E-002  -0.6240299E-004   0.8791578E-004  -0.1930879E-002  -0.1988324E-002  -0.3282826E-003  -0.4494550E-002
    565.7000        0.3662438E-001   0.1832874E-001  -0.1923999E-002  -0.6866992E-002  -0.2336704E-002  -0.6397062E-002  -0.6056333E-004   0.8767118E-004  -0.1934396E-002  -0.1970936E-002  -0.3417442E-003  -0.4513798E-002
    565.8000        0.3643178E-001   0.1764232E-001  -0.1927746E-002  -0.6861453E-002  -0.2349239E-002  -0.6397496E-002  -0.5872480E-004   0.8742513E-004  -0.1937814E-002  -0.1953393E-002  -0.3527001E-003  -0.4531528E-002
    565.9000        0.3623890E-001   0.1695648E-001  -0.1929379E-002  -0.6855197E-002  -0.2359364E-002  -0.6396445E-002  -0.5688769E-004   0.8717817E-004  -0.1941133E-002  -0.1935699E-002  -0.3613427E-003  -0.4547924E-002
    566.0000        0.3604596E-001   0.1627130E-001  -0.1929089E-002  -0.6848266E-002  -0.2367214E-002  -0.6393946E-002  -0.5505226E-004   0.8693081E-004  -0.1944355E-002  -0.1917856E-002  -0.3678062E-003  -0.4563020E-002
    566.1000        0.3585314E-001   0.1558685E-001  -0.1926996E-002  -0.6840573E-002  -0.2372855E-002  -0.6389911E-002  -0.5321875E-004   0.8668348E-004  -0.1947481E-002  -0.1899869E-002  -0.3721561E-003  -0.4576725E-002
    566.2000        0.3566062E-001   0.1490322E-001  -0.1923144E-002  -0.6831923E-002  -0.2376281E-002  -0.6384150E-002  -0.5138745E-004   0.8643663E-004  -0.1950510E-002  -0.1881740E-002  -0.3743833E-003  -0.4588846E-002
    566.3000        0.3546858E-001   0.1422051E-001  -0.1917501E-002  -0.6822045E-002  -0.2377408E-002  -0.6376400E-002  -0.4955870E-004   0.8619066E-004  -0.1953446E-002  -0.1863474E-002  -0.3744036E-003  -0.4599117E-002
    566.4000        0.3527719E-001   0.1353886E-001  -0.1909963E-002  -0.6810625E-002  -0.2376082E-002  -0.6366355E-002  -0.4773293E-004   0.8594600E-004  -0.1956288E-002  -0.1845072E-002  -0.3720611E-003  -0.4607229E-002
    566.5000        0.3508665E-001   0.1285844E-001  -0.1900361E-002  -0.6797332E-002  -0.2372083E-002  -0.6353696E-002  -0.4591065E-004   0.8570309E-004  -0.1959038E-002  -0.1826538E-002  -0.3671351E-003  -0.4612861E-002
    566.6000        0.3489719E-001   0.1217946E-001  -0.1888470E-002  -0.6781854E-002  -0.2365140E-002  -0.6338122E-002  -0.4409246E-004   0.8546242E-004  -0.1961697E-002  -0.1807877E-002  -0.3593507E-003  -0.4615707E-002
    566.7000        0.3470904E-001   0.1150215E-001  -0.1874028E-002  -0.6763920E-002  -0.2354940E-002  -0.6319374E-002  -0.4227904E-004   0.8522453E-004  -0.1964268E-002  -0.1789092E-002  -0.3483928E-003  -0.4615507E-002
    566.8000        0.3452248E-001   0.1082677E-001  -0.1856746E-002  -0.6743328E-002  -0.2341145E-002  -0.6297264E-002  -0.4047117E-004   0.8499002E-004  -0.1966751E-002  -0.1770186E-002  -0.3339228E-003  -0.4612068E-002
    566.9000        0.3433780E-001   0.1015358E-001  -0.1836336E-002  -0.6719966E-002  -0.2323417E-002  -0.6271694E-002  -0.3866963E-004   0.8475956E-004  -0.1969148E-002  -0.1751163E-002  -0.3155985E-003  -0.4605290E-002
    567.0000        0.3415532E-001   0.9482869E-002  -0.1812526E-002  -0.6693834E-002  -0.2301435E-002  -0.6242678E-002  -0.3687528E-004   0.8453388E-004  -0.1971462E-002  -0.1732028E-002  -0.2930969E-003  -0.4595184E-002
    567.1000        0.3397541E-001   0.8814903E-002  -0.1785088E-002  -0.6665053E-002  -0.2274923E-002  -0.6210355E-002  -0.3508894E-004   0.8431381E-004  -0.1973695E-002  -0.1712784E-002  -0.2661393E-003  -0.4581884E-002
    567.2000        0.3379843E-001   0.8149938E-002  -0.1753865E-002  -0.6633875E-002  -0.2243677E-002  -0.6174998E-002  -0.3331140E-004   0.8410019E-004  -0.1975848E-002  -0.1693436E-002  -0.2345179E-003  -0.4565662E-002
    567.3000        0.3362477E-001   0.7488195E-002  -0.1718797E-002  -0.6600693E-002  -0.2207591E-002  -0.6137022E-002  -0.3154337E-004   0.8389393E-004  -0.1977924E-002  -0.1673988E-002  -0.1981240E-003  -0.4546928E-002
    567.4000        0.3345480E-001   0.6829849E-002  -0.1679946E-002  -0.6566031E-002  -0.2166686E-002  -0.6096980E-002  -0.2978543E-004   0.8369597E-004  -0.1979926E-002  -0.1654444E-002  -0.1569753E-003  -0.4526232E-002
    567.5000        0.3328890E-001   0.6175017E-002  -0.1637524E-002  -0.6530543E-002  -0.2121135E-002  -0.6055559E-002  -0.2803803E-004   0.8350719E-004  -0.1981856E-002  -0.1634809E-002  -0.1112414E-003  -0.4504257E-002
    567.6000        0.3312740E-001   0.5523743E-002  -0.1591910E-002  -0.6494995E-002  -0.2071284E-002  -0.6013562E-002  -0.2630140E-004   0.8332847E-004  -0.1983717E-002  -0.1615088E-002  -0.6126497E-004  -0.4481802E-002
    567.7000        0.3297060E-001   0.4875991E-002  -0.1543666E-002  -0.6460250E-002  -0.2017666E-002  -0.5971894E-002  -0.2457555E-004   0.8316057E-004  -0.1985514E-002  -0.1595285E-002  -0.7576888E-005  -0.4459770E-002
    567.8000        0.3281873E-001   0.4231635E-002  -0.1493537E-002  -0.6427236E-002  -0.1961010E-002  -0.5931536E-002  -0.2286025E-004   0.8300413E-004  -0.1987247E-002  -0.1575405E-002   0.4909737E-004  -0.4439135E-002
    567.9000        0.3267193E-001   0.3590454E-002  -0.1442454E-002  -0.6396926E-002  -0.1902235E-002  -0.5893514E-002  -0.2115498E-004   0.8285958E-004  -0.1988921E-002  -0.1555452E-002   0.1078417E-003  -0.4420922E-002
    568.0000        0.3253024E-001   0.2952127E-002  -0.1391509E-002  -0.6370299E-002  -0.1842433E-002  -0.5858869E-002  -0.1945892E-004   0.8272716E-004  -0.1990539E-002  -0.1535430E-002   0.1675648E-003  -0.4406166E-002
    568.1000        0.3239358E-001   0.2316239E-002  -0.1341930E-002  -0.6348308E-002  -0.1782846E-002  -0.5828620E-002  -0.1777098E-004   0.8260683E-004  -0.1992104E-002  -0.1515343E-002   0.2270285E-003  -0.4395884E-002
    568.2000        0.3226176E-001   0.1682281E-002  -0.1295042E-002  -0.6331846E-002  -0.1724822E-002  -0.5803733E-002  -0.1608977E-004   0.8249825E-004  -0.1993618E-002  -0.1495195E-002   0.2848861E-003  -0.4391036E-002
    568.3000        0.3213444E-001   0.1049659E-002  -0.1252213E-002  -0.6321712E-002  -0.1669767E-002  -0.5785080E-002  -0.1441364E-004   0.8240077E-004  -0.1995085E-002  -0.1474990E-002   0.3397317E-003  -0.4392491E-002
    568.4000        0.3201114E-001   0.4177054E-003  -0.1214807E-002  -0.6318574E-002  -0.1619094E-002  -0.5773412E-002  -0.1274070E-004   0.8231341E-004  -0.1996507E-002  -0.1454730E-002   0.3901539E-003  -0.4400995E-002
    568.5000        0.3189125E-001  -0.2143065E-003  -0.1184121E-002  -0.6322949E-002  -0.1574161E-002  -0.5769326E-002  -0.1106885E-004   0.8223487E-004  -0.1997886E-002  -0.1434418E-002   0.4347936E-003  -0.4417143E-002
    568.6000        0.3177405E-001  -0.8471462E-003  -0.1161333E-002  -0.6335170E-002  -0.1536221E-002  -0.5773240E-002  -0.9395855E-005   0.8216354E-004  -0.1999224E-002  -0.1414057E-002   0.4723983E-003  -0.4441347E-002
    568.7000        0.3165869E-001  -0.1481607E-002  -0.1147457E-002  -0.6355369E-002  -0.1506369E-002  -0.5785372E-002  -0.7719350E-005   0.8209754E-004  -0.2000521E-002  -0.1393647E-002   0.5018710E-003  -0.4473822E-002
    568.8000        0.3154423E-001  -0.2118483E-002  -0.1143302E-002  -0.6383463E-002  -0.1485506E-002  -0.5805722E-002  -0.6036951E-005   0.8203476E-004  -0.2001778E-002  -0.1373190E-002   0.5223090E-003  -0.4514566E-002
    568.9000        0.3142968E-001  -0.2758552E-002  -0.1149451E-002  -0.6419140E-002  -0.1474311E-002  -0.5834063E-002  -0.4346294E-005   0.8197290E-004  -0.2002996E-002  -0.1352688E-002   0.5330310E-003  -0.4563348E-002
    569.0000        0.3131399E-001  -0.3402546E-002  -0.1166245E-002  -0.6461858E-002  -0.1473228E-002  -0.5869933E-002  -0.2645108E-005   0.8190952E-004  -0.2004173E-002  -0.1332139E-002   0.5335907E-003  -0.4619703E-002
    569.1000        0.3119608E-001  -0.4051133E-002  -0.1193789E-002  -0.6510846E-002  -0.1482463E-002  -0.5912635E-002  -0.9312821E-006   0.8184210E-004  -0.2005309E-002  -0.1311544E-002   0.5237775E-003  -0.4682933E-002
    569.2000        0.3107488E-001  -0.4704892E-002  -0.1231960E-002  -0.6565107E-002  -0.1502000E-002  -0.5961244E-002   0.7970646E-006   0.8176809E-004  -0.2006402E-002  -0.1290902E-002   0.5036050E-003  -0.4752110E-002
    569.3000        0.3094934E-001  -0.5364290E-002  -0.1280435E-002  -0.6623435E-002  -0.1531615E-002  -0.6014616E-002   0.2541522E-005   0.8168497E-004  -0.2007448E-002  -0.1270213E-002   0.4732914E-003  -0.4826089E-002
    569.4000        0.3081846E-001  -0.6029668E-002  -0.1338714E-002  -0.6684434E-002  -0.1570911E-002  -0.6071407E-002   0.4303327E-005   0.8159027E-004  -0.2008446E-002  -0.1249474E-002   0.4332314E-003  -0.4903523E-002
    569.5000        0.3068129E-001  -0.6701214E-002  -0.1406158E-002  -0.6746540E-002  -0.1619342E-002  -0.6130093E-002   0.6083318E-005   0.8148161E-004  -0.2009391E-002  -0.1228684E-002   0.3839652E-003  -0.4982891E-002
    569.6000        0.3053695E-001  -0.7378956E-002  -0.1482019E-002  -0.6808053E-002  -0.1676251E-002  -0.6189005E-002   0.7881883E-005   0.8135672E-004  -0.2010279E-002  -0.1207842E-002   0.3261461E-003  -0.5062520E-002
    569.7000        0.3038464E-001  -0.8062745E-002  -0.1565474E-002  -0.6867177E-002  -0.1740898E-002  -0.6246358E-002   0.9698931E-005   0.8121350E-004  -0.2011106E-002  -0.1186945E-002   0.2605087E-003  -0.5140627E-002
    569.8000        0.3022363E-001  -0.8752250E-002  -0.1655654E-002  -0.6922053E-002  -0.1812492E-002  -0.6300293E-002   0.1153387E-004   0.8104998E-004  -0.2011867E-002  -0.1165992E-002   0.1878406E-003  -0.5215351E-002
    569.9000        0.3005331E-001  -0.9446952E-002  -0.1751667E-002  -0.6970812E-002  -0.1890212E-002  -0.6348923E-002   0.1338559E-004   0.8086435E-004  -0.2012555E-002  -0.1144982E-002   0.1089578E-003  -0.5284806E-002
    570.0000        0.2987313E-001  -0.1014615E-001  -0.1852622E-002  -0.7011620E-002  -0.1973228E-002  -0.6390376E-002   0.1525248E-004   0.8065497E-004  -0.2013166E-002  -0.1123912E-002   0.2468582E-004  -0.5347119E-002
    570.1000        0.2968265E-001  -0.1084895E-001  -0.1957637E-002  -0.7042722E-002  -0.2060716E-002  -0.6422849E-002   0.1713243E-004   0.8042036E-004  -0.2013694E-002  -0.1102782E-002  -0.6415476E-004  -0.5400487E-002
    570.2000        0.2948150E-001  -0.1155431E-001  -0.2065851E-002  -0.7062498E-002  -0.2151866E-002  -0.6444653E-002   0.1902285E-004   0.8015919E-004  -0.2014132E-002  -0.1081592E-002  -0.1567567E-003  -0.5443220E-002
    570.3000        0.2926940E-001  -0.1226103E-001  -0.2176429E-002  -0.7069504E-002  -0.2245883E-002  -0.6454262E-002   0.2092073E-004   0.7987031E-004  -0.2014474E-002  -0.1060342E-002  -0.2523300E-003  -0.5473791E-002
    570.4000        0.2904616E-001  -0.1296775E-001  -0.2288560E-002  -0.7062515E-002  -0.2341993E-002  -0.6450357E-002   0.2282270E-004   0.7955274E-004  -0.2014713E-002  -0.1039031E-002  -0.3501022E-003  -0.5490878E-002
    570.5000        0.2881166E-001  -0.1367303E-001  -0.2401451E-002  -0.7040567E-002  -0.2439434E-002  -0.6431865E-002   0.2472507E-004   0.7920564E-004  -0.2014844E-002  -0.1017662E-002  -0.4493150E-003  -0.5493408E-002
    570.6000        0.2856587E-001  -0.1437534E-001  -0.2514329E-002  -0.7002980E-002  -0.2537455E-002  -0.6397994E-002   0.2662389E-004   0.7882835E-004  -0.2014860E-002  -0.9962367E-003  -0.5492191E-003  -0.5480585E-002
    570.7000        0.2830882E-001  -0.1507309E-001  -0.2626428E-002  -0.6949390E-002  -0.2635308E-002  -0.6348258E-002   0.2851507E-004   0.7842041E-004  -0.2014754E-002  -0.9747579E-003  -0.6490688E-003  -0.5451920E-002
    570.8000        0.2804064E-001  -0.1576468E-001  -0.2736987E-002  -0.6879760E-002  -0.2732242E-002  -0.6282496E-002   0.3039444E-004   0.7798154E-004  -0.2014520E-002  -0.9532294E-003  -0.7481164E-003  -0.5407248E-002
    570.9000        0.2776150E-001  -0.1644852E-001  -0.2845247E-002  -0.6794392E-002  -0.2827503E-002  -0.6200886E-002   0.3225783E-004   0.7751163E-004  -0.2014153E-002  -0.9316558E-003  -0.8456084E-003  -0.5346742E-002
    571.0000        0.2747169E-001  -0.1712306E-001  -0.2950444E-002  -0.6693925E-002  -0.2920328E-002  -0.6103950E-002   0.3410115E-004   0.7701082E-004  -0.2013645E-002  -0.9100425E-003  -0.9407837E-003  -0.5270919E-002
    571.1000        0.2717154E-001  -0.1778683E-001  -0.3051818E-002  -0.6579340E-002  -0.3009948E-002  -0.5992552E-002   0.3592051E-004   0.7647947E-004  -0.2012992E-002  -0.8883957E-003  -0.1032876E-002  -0.5180635E-002
    571.2000        0.2686148E-001  -0.1843850E-001  -0.3148613E-002  -0.6451945E-002  -0.3095595E-002  -0.5867894E-002   0.3771228E-004   0.7591816E-004  -0.2012189E-002  -0.8667223E-003  -0.1121118E-002  -0.5077090E-002
    571.3000        0.2654200E-001  -0.1907685E-001  -0.3240088E-002  -0.6313369E-002  -0.3176509E-002  -0.5731512E-002   0.3947319E-004   0.7532774E-004  -0.2011230E-002  -0.8450298E-003  -0.1204752E-002  -0.4961810E-002
    571.4000        0.2621366E-001  -0.1970086E-001  -0.3325527E-002  -0.6165547E-002  -0.3251952E-002  -0.5585264E-002   0.4120039E-004   0.7470928E-004  -0.2010110E-002  -0.8233264E-003  -0.1283042E-002  -0.4836647E-002
    571.5000        0.2587712E-001  -0.2030972E-001  -0.3404259E-002  -0.6010712E-002  -0.3321224E-002  -0.5431320E-002   0.4289154E-004   0.7406415E-004  -0.2008826E-002  -0.8016205E-003  -0.1355290E-002  -0.4703764E-002
    571.6000        0.2553306E-001  -0.2090286E-001  -0.3475672E-002  -0.5851377E-002  -0.3383682E-002  -0.5272152E-002   0.4454491E-004   0.7339393E-004  -0.2007373E-002  -0.7799211E-003  -0.1420854E-002  -0.4565625E-002
    571.7000        0.2518224E-001  -0.2147994E-001  -0.3539235E-002  -0.5690319E-002  -0.3438759E-002  -0.5110519E-002   0.4615941E-004   0.7270047E-004  -0.2005748E-002  -0.7582371E-003  -0.1479171E-002  -0.4424982E-002
    571.8000        0.2482548E-001  -0.2204096E-001  -0.3594516E-002  -0.5530560E-002  -0.3485990E-002  -0.4949450E-002   0.4773468E-004   0.7198584E-004  -0.2003949E-002  -0.7365776E-003  -0.1529776E-002  -0.4284858E-002
    571.9000        0.2446363E-001  -0.2258621E-001  -0.3641203E-002  -0.5375334E-002  -0.3525027E-002  -0.4792214E-002   0.4927117E-004   0.7125232E-004  -0.2001972E-002  -0.7149514E-003  -0.1572326E-002  -0.4148515E-002
    572.0000        0.2409754E-001  -0.2311629E-001  -0.3679124E-002  -0.5228041E-002  -0.3555663E-002  -0.4642277E-002   0.5077016E-004   0.7050237E-004  -0.1999818E-002  -0.6933671E-003  -0.1606615E-002  -0.4019413E-002
    572.1000        0.2372809E-001  -0.2363219E-001  -0.3708255E-002  -0.5092180E-002  -0.3577843E-002  -0.4503238E-002   0.5223382E-004   0.6973862E-004  -0.1997483E-002  -0.6718327E-003  -0.1632594E-002  -0.3901144E-002
    572.2000        0.2335617E-001  -0.2413523E-001  -0.3728733E-002  -0.4971251E-002  -0.3591680E-002  -0.4378729E-002   0.5366524E-004   0.6896380E-004  -0.1994968E-002  -0.6503553E-003  -0.1650377E-002  -0.3797337E-002
    572.3000        0.2298263E-001  -0.2462705E-001  -0.3740857E-002  -0.4868616E-002  -0.3597453E-002  -0.4272279E-002   0.5506838E-004   0.6818070E-004  -0.1992272E-002  -0.6289415E-003  -0.1660249E-002  -0.3711519E-002
    572.4000        0.2260827E-001  -0.2510966E-001  -0.3745082E-002  -0.4787328E-002  -0.3595609E-002  -0.4187141E-002   0.5644807E-004   0.6739215E-004  -0.1989396E-002  -0.6075963E-003  -0.1662661E-002  -0.3646937E-002
    572.5000        0.2223385E-001  -0.2558532E-001  -0.3742007E-002  -0.4729907E-002  -0.3586744E-002  -0.4126065E-002   0.5780986E-004   0.6660093E-004  -0.1986341E-002  -0.5863239E-003  -0.1658213E-002  -0.3606342E-002
    572.6000        0.2186008E-001  -0.2605650E-001  -0.3732353E-002  -0.4698094E-002  -0.3571589E-002  -0.4091044E-002   0.5915989E-004   0.6580974E-004  -0.1983108E-002  -0.5651268E-003  -0.1647641E-002  -0.3591727E-002
    572.7000        0.2148758E-001  -0.2652581E-001  -0.3716939E-002  -0.4692585E-002  -0.3550980E-002  -0.4083043E-002   0.6050466E-004   0.6502111E-004  -0.1979698E-002  -0.5440061E-003  -0.1631786E-002  -0.3604058E-002
    572.8000        0.2111686E-001  -0.2699587E-001  -0.3696654E-002  -0.4712792E-002  -0.3525831E-002  -0.4101740E-002   0.6185070E-004   0.6423738E-004  -0.1976115E-002  -0.5229613E-003  -0.1611567E-002  -0.3643016E-002
    572.9000        0.2074838E-001  -0.2746916E-001  -0.3672437E-002  -0.4756650E-002  -0.3497114E-002  -0.4145330E-002   0.6320423E-004   0.6346057E-004  -0.1972359E-002  -0.5019908E-003  -0.1587960E-002  -0.3706800E-002
    573.0000        0.2038247E-001  -0.2794787E-001  -0.3645267E-002  -0.4820548E-002  -0.3465841E-002  -0.4210429E-002   0.6457080E-004   0.6269238E-004  -0.1968434E-002  -0.4810911E-003  -0.1561977E-002  -0.3792030E-002
    573.1000        0.2001939E-001  -0.2843377E-001  -0.3616160E-002  -0.4899383E-002  -0.3433062E-002  -0.4292121E-002   0.6595485E-004   0.6193408E-004  -0.1964343E-002  -0.4602579E-003  -0.1534675E-002  -0.3893797E-002
    573.2000        0.1965927E-001  -0.2892804E-001  -0.3586186E-002  -0.4986807E-002  -0.3399882E-002  -0.4384182E-002   0.6735938E-004   0.6118646E-004  -0.1960087E-002  -0.4394859E-003  -0.1507154E-002  -0.4005882E-002
    573.3000        0.1930214E-001  -0.2943118E-001  -0.3556489E-002  -0.5075612E-002  -0.3367473E-002  -0.4479464E-002   0.6878569E-004   0.6044979E-004  -0.1955671E-002  -0.4187695E-003  -0.1480588E-002  -0.4121145E-002
    573.4000        0.1894792E-001  -0.2994296E-001  -0.3528305E-002  -0.5158260E-002  -0.3337095E-002  -0.4570416E-002   0.7023318E-004   0.5972375E-004  -0.1951096E-002  -0.3981026E-003  -0.1456232E-002  -0.4232037E-002
    573.5000        0.1859638E-001  -0.3046238E-001  -0.3502957E-002  -0.5227462E-002  -0.3310090E-002  -0.4649662E-002   0.7169940E-004   0.5900742E-004  -0.1946365E-002  -0.3774796E-003  -0.1435424E-002  -0.4331190E-002
    573.6000        0.1824719E-001  -0.3098778E-001  -0.3481823E-002  -0.5276738E-002  -0.3287853E-002  -0.4710574E-002   0.7318015E-004   0.5829928E-004  -0.1941482E-002  -0.3568956E-003  -0.1419551E-002  -0.4411977E-002
    573.7000        0.1789983E-001  -0.3151689E-001  -0.3466266E-002  -0.5300874E-002  -0.3271761E-002  -0.4747737E-002   0.7466979E-004   0.5759725E-004  -0.1936447E-002  -0.3363466E-003  -0.1409984E-002  -0.4468988E-002
    573.8000        0.1755371E-001  -0.3204700E-001  -0.3457529E-002  -0.5296224E-002  -0.3263074E-002  -0.4757274E-002   0.7616155E-004   0.5689874E-004  -0.1931263E-002  -0.3158301E-003  -0.1407973E-002  -0.4498343E-002
    573.9000        0.1720807E-001  -0.3257511E-001  -0.3456612E-002  -0.5260835E-002  -0.3262805E-002  -0.4736979E-002   0.7764800E-004   0.5620076E-004  -0.1925931E-002  -0.2953449E-003  -0.1414523E-002  -0.4497835E-002
    574.0000        0.1686210E-001  -0.3309813E-001  -0.3464140E-002  -0.5194391E-002  -0.3271599E-002  -0.4686280E-002   0.7912144E-004   0.5550009E-004  -0.1920451E-002  -0.2748916E-003  -0.1430269E-002  -0.4466888E-002
    574.1000        0.1651495E-001  -0.3361299E-001  -0.3480265E-002  -0.5098018E-002  -0.3289623E-002  -0.4606058E-002   0.8057430E-004   0.5479339E-004  -0.1914825E-002  -0.2544725E-003  -0.1455372E-002  -0.4406379E-002
    574.2000        0.1616577E-001  -0.3411681E-001  -0.3504598E-002  -0.4974006E-002  -0.3316503E-002  -0.4498376E-002   0.8199945E-004   0.5407744E-004  -0.1909052E-002  -0.2340912E-003  -0.1489450E-002  -0.4318363E-002
